vendedor_1,vendedor_2,producto,fecha
4,9,DRONE99,28/02/2017
10,5,CONSOLA9,30/09/2017
3,9,LAPTOP15,11/12/2018
11,9,CELULAA01,07/12/2012
2,3,TV42,24/04/2018
3,3,LAPTOP15,20/07/2021
3,11,TV42,07/08/2022
2,9,CAMARAHD,19/05/2012
3,8,AIRE2200,27/02/2017
6,2,CAMARAHD,04/06/2015
6,2,CELULAA01,18/06/2020
7,9,SMARTWAT,30/09/2012
3,8,TABLET10,01/01/2016
5,8,TV42,01/02/2020
2,5,CELULAA01,24/07/2015
5,7,AIRE2200,28/02/2013
4,10,SMARTWAT,04/03/2012
1,7,IMPRES33,19/02/2011
3,7,AIRE2200,05/07/2016
3,6,TV42,13/08/2018
8,5,AIRE2200,21/10/2023
10,5,TV42,19/05/2019
4,7,SMARTWAT,27/07/2015
5,5,IMPRES33,01/08/2013
6,5,CAMARAHD,06/05/2017
3,5,TABLET10,16/12/2022
11,5,CAMARAHD,05/01/2017
5,5,TV42,05/04/2014
5,12,TABLET10,29/07/2013
3,5,CAMARAHD,05/03/2021
7,1,LAPTOP15,18/07/2021
2,6,CELULAA01,21/06/2020
5,10,TABLET10,09/03/2021
4,5,CAMARAHD,02/12/2016
6,8,CELULAA01,26/02/2021
4,8,TV42,09/07/2010
5,7,CAMARAHD,08/01/2012
3,6,DRONE99,27/10/2018
5,7,DRONE99,03/05/2021
6,4,TABLET10,03/04/2020
3,10,CAMARAHD,27/05/2015
7,10,TV42,29/10/2014
4,10,CAMARAHD,31/01/2023
2,1,TV42,30/11/2017
12,9,TABLET10,03/02/2011
4,4,IMPRES33,19/02/2011
2,11,CAMARAHD,23/04/2016
7,5,TABLET10,06/02/2021
1,5,CONSOLA9,27/05/2023
0,7,TABLET10,03/09/2024
3,9,TABLET10,31/01/2025
10,4,CONSOLA9,22/07/2020
2,15,SMARTWAT,29/05/2016
9,6,IMPRES33,14/01/2022
3,4,CAMARAHD,08/03/2010
6,3,SMARTWAT,30/05/2012
5,8,TABLET10,01/09/2019
3,11,AIRE2200,02/01/2013
8,7,IMPRES33,07/12/2015
4,7,DRONE99,16/03/2018
5,9,CONSOLA9,17/01/2019
4,3,LAPTOP15,17/03/2018
4,7,DRONE99,06/01/2011
3,8,CELULAA01,26/12/2018
5,7,LAPTOP15,24/02/2011
3,6,LAPTOP15,16/10/2022
7,8,TABLET10,08/08/2022
2,11,TV42,14/05/2014
7,9,AIRE2200,17/02/2018
4,7,SMARTWAT,30/05/2022
3,8,LAPTOP15,22/06/2016
3,8,AIRE2200,26/08/2011
8,6,TABLET10,31/08/2018
10,3,CAMARAHD,23/04/2021
5,7,TV42,07/02/2020
8,6,TV42,02/05/2022
1,7,LAPTOP15,10/04/2016
6,7,TABLET10,24/12/2023
2,14,TV42,05/04/2025
4,6,AIRE2200,15/09/2023
4,7,CAMARAHD,31/08/2012
8,8,CONSOLA9,20/11/2012
7,3,TABLET10,03/03/2012
4,4,SMARTWAT,01/11/2018
7,6,AIRE2200,16/05/2018
5,9,IMPRES33,09/08/2017
7,7,IMPRES33,06/07/2022
3,11,TABLET10,15/03/2018
4,6,CONSOLA9,27/03/2013
8,4,CAMARAHD,19/06/2014
7,8,LAPTOP15,07/07/2023
2,9,LAPTOP15,02/06/2021
2,9,CELULAA01,02/01/2019
6,6,CONSOLA9,20/03/2021
8,9,LAPTOP15,26/11/2010
4,6,IMPRES33,07/01/2011
6,6,TABLET10,15/11/2010
8,8,AIRE2200,27/01/2013
6,8,LAPTOP15,21/06/2017
4,15,DRONE99,16/08/2020
6,7,DRONE99,25/08/2021
6,10,SMARTWAT,01/04/2020
4,8,SMARTWAT,05/05/2013
4,3,SMARTWAT,07/08/2023
5,7,DRONE99,25/07/2021
9,1,TABLET10,19/02/2013
5,7,CAMARAHD,10/05/2017
6,4,DRONE99,02/10/2023
9,9,DRONE99,22/02/2017
3,8,TABLET10,24/08/2013
10,3,TV42,25/10/2018
7,8,LAPTOP15,30/10/2023
6,10,TABLET10,17/09/2016
5,3,IMPRES33,26/04/2023
5,6,CELULAA01,18/07/2017
9,9,AIRE2200,18/05/2021
7,6,TV42,07/06/2021
7,7,AIRE2200,09/12/2021
5,6,TV42,26/12/2020
2,11,CAMARAHD,23/11/2025
5,7,TV42,17/08/2022
4,3,LAPTOP15,21/09/2016
7,8,IMPRES33,26/08/2020
3,5,CELULAA01,17/05/2010
3,6,IMPRES33,06/04/2018
6,5,TABLET10,06/06/2017
3,8,AIRE2200,10/02/2025
5,2,SMARTWAT,16/06/2012
3,6,TABLET10,06/05/2019
8,7,CONSOLA9,03/02/2023
3,7,CONSOLA9,25/11/2016
7,2,CAMARAHD,07/06/2025
5,3,IMPRES33,11/02/2024
6,5,DRONE99,07/08/2010
4,8,TV42,22/05/2023
6,13,CAMARAHD,23/08/2020
7,8,IMPRES33,16/12/2015
10,10,CELULAA01,14/09/2024
7,9,CELULAA01,22/12/2022
6,3,CONSOLA9,15/12/2022
4,9,AIRE2200,08/02/2015
6,6,IMPRES33,25/02/2011
2,5,CELULAA01,02/02/2023
2,9,AIRE2200,10/10/2020
3,7,AIRE2200,28/10/2013
9,8,DRONE99,04/10/2021
4,8,LAPTOP15,09/02/2024
7,9,DRONE99,25/11/2023
8,5,TV42,12/07/2018
6,5,AIRE2200,25/04/2013
3,3,CELULAA01,08/04/2025
6,7,AIRE2200,08/06/2015
3,8,IMPRES33,16/09/2010
7,3,TV42,04/11/2022
6,10,CAMARAHD,17/09/2025
2,2,CONSOLA9,19/06/2012
1,5,CAMARAHD,12/04/2014
2,7,SMARTWAT,05/06/2010
5,8,CONSOLA9,22/11/2019
4,7,CONSOLA9,13/01/2017
5,6,AIRE2200,24/05/2019
8,6,SMARTWAT,25/05/2013
4,6,LAPTOP15,06/04/2019
6,9,LAPTOP15,27/06/2025
3,8,CONSOLA9,29/07/2014
4,10,DRONE99,16/03/2019
8,8,CAMARAHD,03/04/2021
5,8,AIRE2200,19/09/2023
7,6,CELULAA01,30/07/2020
2,7,TABLET10,26/05/2011
5,6,DRONE99,30/10/2025
10,11,CONSOLA9,05/02/2013
4,6,SMARTWAT,20/08/2021
5,9,IMPRES33,26/08/2014
3,7,CELULAA01,31/07/2022
3,13,CAMARAHD,16/04/2017
8,5,SMARTWAT,07/11/2024
3,8,LAPTOP15,23/09/2020
7,7,TABLET10,14/10/2021
8,5,TV42,14/06/2018
4,9,TABLET10,14/01/2017
5,7,LAPTOP15,19/11/2013
6,6,SMARTWAT,23/04/2020
1,4,TV42,16/12/2021
2,4,CAMARAHD,05/09/2017
3,11,CELULAA01,03/04/2022
4,5,DRONE99,12/12/2017
4,6,DRONE99,27/02/2025
4,9,SMARTWAT,08/04/2025
3,1,SMARTWAT,05/06/2024
5,3,TV42,20/07/2025
5,4,IMPRES33,06/12/2015
2,8,CELULAA01,07/09/2023
6,6,DRONE99,10/11/2020
3,6,LAPTOP15,25/04/2014
4,7,TV42,13/07/2015
3,9,TV42,04/04/2016
6,10,DRONE99,08/07/2022
4,7,IMPRES33,11/09/2016
1,7,CELULAA01,17/01/2015
9,12,SMARTWAT,04/09/2016
7,13,LAPTOP15,25/06/2016
5,5,DRONE99,23/10/2025
4,7,CELULAA01,26/08/2014
2,4,CONSOLA9,25/06/2025
4,6,CONSOLA9,24/10/2025
5,7,AIRE2200,19/12/2020
4,9,SMARTWAT,10/02/2017
6,2,IMPRES33,05/10/2020
3,4,TV42,28/10/2017
7,5,AIRE2200,28/07/2022
5,9,TV42,19/02/2016
6,7,LAPTOP15,15/06/2016
7,6,CONSOLA9,25/09/2012
2,2,TABLET10,11/11/2022
6,6,CONSOLA9,05/03/2025
4,8,CELULAA01,08/03/2022
6,6,CONSOLA9,08/07/2018
3,3,AIRE2200,07/11/2018
6,8,CAMARAHD,28/09/2017
8,10,TV42,14/04/2013
3,2,IMPRES33,07/07/2016
7,7,CONSOLA9,11/12/2010
15,4,LAPTOP15,14/06/2016
7,5,DRONE99,10/10/2011
6,6,IMPRES33,08/10/2017
3,15,TV42,03/12/2019
2,6,LAPTOP15,17/09/2024
5,4,CELULAA01,02/10/2015
6,6,IMPRES33,29/09/2020
6,15,CELULAA01,19/10/2014
4,6,CAMARAHD,14/07/2014
1,13,IMPRES33,30/01/2022
6,9,SMARTWAT,31/01/2016
8,9,CONSOLA9,10/08/2022
2,7,CAMARAHD,13/08/2025
2,7,LAPTOP15,04/02/2016
2,8,CAMARAHD,29/01/2013
5,4,CONSOLA9,13/06/2012
7,10,TV42,23/10/2023
7,9,SMARTWAT,01/03/2023
9,10,CAMARAHD,15/05/2015
4,8,DRONE99,10/06/2015
7,7,LAPTOP15,20/02/2011
5,7,TV42,09/01/2025
7,12,IMPRES33,29/11/2021
7,8,IMPRES33,23/01/2015
3,7,CONSOLA9,23/04/2024
5,8,SMARTWAT,23/03/2015
5,9,TV42,07/03/2011
5,7,LAPTOP15,31/03/2012
5,12,IMPRES33,09/04/2019
8,5,AIRE2200,29/05/2017
2,9,LAPTOP15,05/08/2020
6,2,AIRE2200,03/04/2012
6,21,TV42,12/04/2025
6,6,CONSOLA9,31/01/2013
1,12,AIRE2200,12/02/2010
10,7,SMARTWAT,06/05/2022
5,7,DRONE99,17/07/2013
3,4,CELULAA01,16/02/2019
0,4,TABLET10,23/08/2024
7,11,LAPTOP15,01/09/2020
4,10,TV42,16/09/2020
6,7,CONSOLA9,04/08/2024
4,4,DRONE99,22/06/2014
2,8,SMARTWAT,11/06/2016
4,8,DRONE99,16/03/2017
9,7,AIRE2200,27/05/2016
4,6,AIRE2200,27/06/2024
5,4,TV42,30/04/2011
8,4,IMPRES33,03/01/2012
2,6,CELULAA01,18/08/2024
2,8,TV42,17/11/2022
5,9,TABLET10,18/03/2015
4,6,TABLET10,01/01/2022
8,12,DRONE99,02/11/2010
6,6,CONSOLA9,05/12/2013
9,9,CONSOLA9,17/05/2019
7,4,AIRE2200,11/12/2013
2,5,CONSOLA9,25/10/2010
8,9,AIRE2200,27/11/2018
3,4,TV42,10/02/2021
5,6,TABLET10,07/03/2014
4,10,DRONE99,29/06/2016
5,7,DRONE99,03/11/2010
4,7,TABLET10,17/03/2010
8,11,CELULAA01,10/09/2016
0,11,TABLET10,27/09/2022
7,6,CAMARAHD,09/07/2023
4,5,CELULAA01,29/05/2012
5,6,CELULAA01,07/07/2017
2,14,IMPRES33,20/05/2016
3,8,CELULAA01,11/03/2020
3,8,TV42,20/05/2024
1,9,CELULAA01,09/03/2022
3,4,DRONE99,05/10/2021
4,10,IMPRES33,29/01/2021
4,2,TABLET10,04/01/2013
7,6,CAMARAHD,23/04/2021
9,6,CONSOLA9,01/07/2020
1,8,DRONE99,14/02/2016
3,9,SMARTWAT,29/04/2014
5,8,DRONE99,11/07/2012
1,12,CELULAA01,01/06/2017
3,8,TABLET10,24/08/2013
5,7,TV42,17/04/2020
7,8,TABLET10,16/07/2024
4,8,AIRE2200,09/10/2015
6,5,LAPTOP15,06/03/2014
4,7,TV42,26/04/2010
3,9,AIRE2200,24/07/2017
5,4,DRONE99,13/08/2016
4,8,DRONE99,26/09/2022
4,4,IMPRES33,15/02/2025
4,6,DRONE99,02/05/2014
5,8,SMARTWAT,08/12/2013
4,4,TV42,14/09/2023
8,5,CONSOLA9,29/04/2024
3,15,TV42,04/02/2019
5,7,DRONE99,05/08/2019
4,8,AIRE2200,23/07/2021
3,8,CAMARAHD,10/05/2017
5,3,TABLET10,12/12/2011
5,6,TABLET10,28/12/2018
5,5,CONSOLA9,04/01/2025
2,6,IMPRES33,21/02/2012
4,6,DRONE99,22/02/2014
4,7,TABLET10,25/02/2013
7,10,SMARTWAT,16/09/2020
2,5,DRONE99,04/04/2017
3,8,SMARTWAT,26/07/2015
4,6,AIRE2200,25/02/2010
5,10,CONSOLA9,07/11/2015
7,10,TV42,09/08/2018
5,10,CAMARAHD,14/04/2015
3,12,DRONE99,08/01/2020
2,8,CAMARAHD,28/12/2015
5,2,DRONE99,24/05/2017
7,8,CAMARAHD,09/10/2016
5,13,LAPTOP15,24/01/2023
5,8,CAMARAHD,07/11/2022
7,5,IMPRES33,04/04/2010
7,14,LAPTOP15,13/11/2015
10,7,CELULAA01,29/08/2024
4,8,IMPRES33,24/01/2018
4,11,SMARTWAT,16/07/2025
0,5,TV42,20/04/2015
3,7,TABLET10,24/05/2011
3,5,TABLET10,23/12/2024
2,7,CONSOLA9,26/08/2012
9,3,AIRE2200,09/06/2020
8,10,SMARTWAT,18/11/2016
8,10,AIRE2200,01/08/2013
4,5,CONSOLA9,04/02/2019
10,9,CAMARAHD,22/05/2025
3,8,IMPRES33,09/04/2021
2,6,LAPTOP15,12/10/2025
2,5,CAMARAHD,22/12/2016
2,4,CAMARAHD,25/06/2025
6,5,TV42,19/08/2012
2,7,CAMARAHD,29/04/2024
9,3,SMARTWAT,13/08/2016
8,3,SMARTWAT,30/03/2018
4,10,CELULAA01,15/10/2023
4,8,DRONE99,15/12/2014
3,4,SMARTWAT,01/12/2014
9,11,TABLET10,30/12/2012
10,4,TABLET10,22/09/2020
5,10,CONSOLA9,08/06/2013
5,8,SMARTWAT,16/03/2020
9,7,LAPTOP15,03/08/2023
2,9,AIRE2200,19/05/2018
5,6,CAMARAHD,30/04/2019
5,3,TABLET10,29/09/2025
8,2,TV42,27/04/2022
6,3,TV42,24/07/2020
6,7,CELULAA01,21/01/2022
7,10,IMPRES33,23/11/2024
5,11,LAPTOP15,25/11/2014
5,3,AIRE2200,21/07/2015
7,5,SMARTWAT,05/04/2025
4,5,LAPTOP15,13/05/2023
4,6,TV42,02/11/2011
6,4,SMARTWAT,14/10/2021
6,4,AIRE2200,08/01/2020
4,7,SMARTWAT,05/11/2021
3,8,TV42,14/10/2025
3,9,CAMARAHD,11/02/2018
10,11,CAMARAHD,02/10/2011
6,8,SMARTWAT,27/08/2022
6,6,DRONE99,08/07/2012
4,3,IMPRES33,21/05/2011
1,5,CONSOLA9,14/04/2022
5,7,AIRE2200,03/05/2021
7,7,TABLET10,15/07/2014
4,7,AIRE2200,05/11/2022
3,10,CONSOLA9,14/01/2022
5,4,AIRE2200,12/05/2013
7,9,IMPRES33,09/09/2013
9,14,SMARTWAT,11/05/2017
2,10,LAPTOP15,02/09/2021
6,11,LAPTOP15,29/11/2019
2,1,TV42,10/08/2012
3,7,LAPTOP15,04/04/2025
5,8,LAPTOP15,10/08/2014
3,6,AIRE2200,30/01/2023
4,9,IMPRES33,18/12/2020
5,9,SMARTWAT,15/01/2012
4,7,AIRE2200,12/06/2021
5,2,CONSOLA9,29/12/2019
2,6,TABLET10,01/04/2011
4,13,CAMARAHD,03/03/2020
5,4,TABLET10,16/12/2012
6,10,CONSOLA9,06/07/2021
10,10,SMARTWAT,27/04/2019
5,10,CELULAA01,31/03/2020
6,14,DRONE99,25/08/2022
7,5,DRONE99,18/04/2011
4,10,CELULAA01,14/07/2022
7,5,SMARTWAT,15/05/2020
6,4,TV42,02/02/2025
2,6,AIRE2200,29/11/2016
3,10,IMPRES33,28/06/2010
4,7,LAPTOP15,18/11/2018
4,3,CELULAA01,16/09/2015
5,2,TABLET10,25/01/2010
7,6,LAPTOP15,21/11/2014
3,0,CONSOLA9,21/12/2022
3,7,CAMARAHD,22/08/2011
6,6,AIRE2200,07/01/2011
3,6,AIRE2200,03/07/2019
9,7,DRONE99,23/09/2017
7,5,CAMARAHD,16/09/2025
5,14,TV42,07/06/2011
6,6,TV42,20/02/2022
6,9,CONSOLA9,09/05/2011
3,10,CONSOLA9,20/07/2011
8,5,AIRE2200,03/08/2020
10,5,CELULAA01,17/09/2010
6,6,DRONE99,09/06/2016
7,8,LAPTOP15,04/03/2019
2,11,AIRE2200,14/01/2014
5,12,CAMARAHD,14/01/2013
8,7,CELULAA01,22/05/2024
6,4,DRONE99,27/06/2024
2,6,DRONE99,06/06/2019
3,6,CAMARAHD,26/05/2018
10,7,IMPRES33,31/07/2018
3,7,CELULAA01,23/01/2020
4,9,CELULAA01,20/06/2018
9,6,DRONE99,05/06/2018
2,10,CONSOLA9,20/10/2011
5,11,TABLET10,24/04/2025
1,7,CONSOLA9,04/11/2024
5,4,TV42,04/02/2022
9,8,DRONE99,25/12/2012
2,9,DRONE99,28/08/2024
5,10,AIRE2200,19/10/2017
6,6,LAPTOP15,29/08/2012
7,6,SMARTWAT,02/01/2014
3,6,TABLET10,19/01/2022
7,7,DRONE99,25/10/2018
7,10,CONSOLA9,11/11/2021
6,6,CAMARAHD,09/11/2012
4,7,SMARTWAT,30/12/2014
10,6,CONSOLA9,29/01/2010
6,7,LAPTOP15,06/07/2010
8,10,AIRE2200,10/09/2016
3,7,TABLET10,20/05/2020
6,6,CELULAA01,08/02/2025
9,4,SMARTWAT,19/03/2022
3,5,TV42,07/07/2019
7,9,CAMARAHD,06/12/2021
4,9,CELULAA01,05/07/2018
3,10,SMARTWAT,25/02/2015
9,7,IMPRES33,21/07/2015
4,1,CELULAA01,01/05/2020
4,6,TV42,06/10/2017
3,7,CELULAA01,24/06/2013
2,6,IMPRES33,08/03/2016
3,11,CONSOLA9,25/03/2014
6,9,TABLET10,13/07/2012
12,4,CELULAA01,21/09/2010
7,7,SMARTWAT,22/10/2024
4,10,SMARTWAT,28/05/2019
7,10,TABLET10,17/10/2023
5,3,IMPRES33,09/05/2010
8,0,IMPRES33,26/05/2015
4,6,LAPTOP15,16/08/2014
7,6,SMARTWAT,06/07/2011
5,10,DRONE99,06/04/2012
2,11,DRONE99,28/04/2023
4,1,CONSOLA9,03/10/2010
6,9,TV42,06/01/2020
6,10,LAPTOP15,30/05/2023
4,2,DRONE99,27/01/2025
3,9,SMARTWAT,10/10/2025
4,12,SMARTWAT,03/02/2011
5,7,TV42,28/06/2015
7,10,LAPTOP15,29/12/2010
10,7,LAPTOP15,09/01/2019
7,10,CELULAA01,05/11/2019
5,5,CELULAA01,04/04/2015
3,4,CELULAA01,08/02/2022
4,8,TABLET10,15/11/2014
4,3,TABLET10,08/04/2011
8,7,IMPRES33,21/02/2013
8,10,CELULAA01,20/04/2021
4,7,CELULAA01,27/06/2016
4,9,IMPRES33,03/04/2015
8,8,TABLET10,03/12/2022
4,6,CAMARAHD,25/02/2017
6,6,CONSOLA9,14/12/2022
6,4,AIRE2200,31/05/2023
1,11,CONSOLA9,31/01/2025
5,6,CELULAA01,11/03/2017
3,3,DRONE99,25/04/2015
9,6,AIRE2200,08/10/2016
4,10,DRONE99,19/03/2013
8,7,CAMARAHD,22/10/2024
8,4,IMPRES33,10/09/2021
2,4,LAPTOP15,16/12/2014
6,7,SMARTWAT,11/04/2019
9,8,CONSOLA9,27/09/2016
4,2,TABLET10,04/03/2016
4,6,CONSOLA9,15/05/2011
6,5,SMARTWAT,27/06/2022
13,5,IMPRES33,09/04/2023
6,8,CONSOLA9,05/12/2013
8,8,TV42,16/01/2024
8,8,AIRE2200,23/03/2025
1,4,CAMARAHD,01/08/2019
8,4,TABLET10,20/06/2022
4,7,CONSOLA9,12/02/2021
4,6,CAMARAHD,20/01/2011
2,1,TV42,22/09/2017
6,6,DRONE99,06/06/2024
6,9,CAMARAHD,21/01/2025
3,11,CONSOLA9,20/07/2018
5,10,TABLET10,06/10/2021
8,5,AIRE2200,24/02/2017
9,6,DRONE99,14/08/2025
3,7,LAPTOP15,04/05/2019
2,7,TABLET10,27/02/2019
7,7,SMARTWAT,07/05/2013
6,6,LAPTOP15,22/09/2016
6,4,CAMARAHD,11/06/2018
6,13,IMPRES33,15/02/2014
4,7,LAPTOP15,24/01/2022
6,10,TABLET10,15/08/2020
10,5,CONSOLA9,29/05/2015
4,8,CONSOLA9,21/01/2015
3,5,AIRE2200,29/09/2016
0,5,CONSOLA9,14/11/2025
8,12,DRONE99,28/03/2013
3,9,AIRE2200,21/05/2020
4,8,AIRE2200,18/04/2011
5,8,CONSOLA9,13/08/2022
3,5,IMPRES33,04/04/2019
2,9,CONSOLA9,06/05/2019
8,4,CAMARAHD,02/07/2022
4,8,AIRE2200,20/11/2021
3,7,CELULAA01,03/01/2013
8,3,TV42,17/09/2018
5,6,CAMARAHD,13/06/2015
6,7,CONSOLA9,20/09/2015
7,6,IMPRES33,24/07/2014
10,6,TABLET10,29/05/2017
7,10,DRONE99,03/07/2024
3,6,LAPTOP15,10/10/2011
3,7,LAPTOP15,02/02/2020
7,8,TABLET10,28/04/2018
3,10,LAPTOP15,28/01/2012
3,8,CAMARAHD,05/01/2022
3,2,DRONE99,10/04/2014
8,9,CELULAA01,27/02/2011
2,6,CELULAA01,09/01/2016
5,9,TABLET10,17/06/2018
4,6,AIRE2200,09/02/2025
2,6,CELULAA01,27/07/2023
3,5,CAMARAHD,11/07/2023
2,6,AIRE2200,20/11/2010
6,5,DRONE99,20/08/2011
3,12,CONSOLA9,22/03/2014
6,8,TABLET10,07/03/2023
5,7,CAMARAHD,22/01/2025
4,10,IMPRES33,15/07/2022
6,1,CAMARAHD,13/11/2014
6,11,CONSOLA9,02/10/2020
6,5,AIRE2200,08/09/2014
7,6,DRONE99,20/06/2017
10,9,TABLET10,19/10/2016
12,10,CAMARAHD,06/05/2010
5,6,SMARTWAT,02/10/2014
7,11,CONSOLA9,06/04/2014
10,6,CAMARAHD,19/08/2012
2,12,DRONE99,28/09/2020
4,2,LAPTOP15,11/06/2015
6,10,AIRE2200,08/08/2025
4,5,CELULAA01,23/07/2023
5,4,TABLET10,14/10/2025
3,7,CONSOLA9,03/08/2014
3,2,DRONE99,24/11/2018
3,8,LAPTOP15,15/05/2015
6,5,IMPRES33,20/05/2022
5,7,SMARTWAT,19/03/2017
9,8,TV42,07/05/2016
1,3,CELULAA01,16/07/2018
5,3,DRONE99,16/06/2020
6,7,LAPTOP15,20/12/2021
5,8,CONSOLA9,20/07/2024
8,4,SMARTWAT,22/01/2018
4,4,TV42,01/12/2016
6,7,CELULAA01,13/11/2015
5,11,CONSOLA9,25/01/2018
7,8,LAPTOP15,02/07/2021
4,4,LAPTOP15,25/02/2021
7,9,CONSOLA9,14/06/2020
4,6,LAPTOP15,18/03/2012
5,4,TABLET10,13/07/2020
5,9,CAMARAHD,08/03/2017
5,4,TV42,23/07/2014
6,4,CONSOLA9,25/04/2018
5,6,SMARTWAT,07/01/2017
3,6,SMARTWAT,14/04/2019
3,7,TV42,10/01/2011
5,4,CONSOLA9,14/08/2022
4,7,IMPRES33,18/12/2014
5,12,DRONE99,10/04/2013
2,6,LAPTOP15,13/05/2010
8,7,SMARTWAT,07/11/2015
4,6,LAPTOP15,30/05/2022
1,11,TABLET10,06/02/2023
3,7,AIRE2200,28/12/2022
6,6,CONSOLA9,14/05/2019
7,8,CELULAA01,15/08/2016
5,8,SMARTWAT,02/06/2013
3,4,SMARTWAT,27/05/2014
5,7,CAMARAHD,26/05/2017
4,6,SMARTWAT,28/02/2015
4,3,CELULAA01,09/07/2018
2,5,SMARTWAT,12/10/2022
3,6,SMARTWAT,07/07/2015
4,11,IMPRES33,14/03/2021
6,10,LAPTOP15,08/05/2022
8,7,CELULAA01,06/09/2024
5,5,TABLET10,12/05/2025
2,9,DRONE99,28/07/2017
3,8,TV42,10/10/2015
6,9,LAPTOP15,16/12/2020
6,6,LAPTOP15,23/05/2024
9,6,LAPTOP15,01/01/2021
5,7,LAPTOP15,03/05/2020
3,6,SMARTWAT,10/10/2013
6,6,CAMARAHD,25/11/2017
4,6,SMARTWAT,18/10/2013
5,4,CAMARAHD,20/02/2013
4,10,CONSOLA9,05/04/2022
7,13,TV42,14/12/2020
9,5,CAMARAHD,16/02/2014
6,1,TABLET10,28/02/2022
5,5,IMPRES33,24/05/2024
2,8,CAMARAHD,27/04/2011
7,6,IMPRES33,02/10/2021
2,7,DRONE99,05/10/2010
5,9,AIRE2200,01/09/2011
5,10,CONSOLA9,27/12/2024
4,11,SMARTWAT,02/02/2011
2,5,DRONE99,22/02/2010
11,7,AIRE2200,02/04/2019
5,8,DRONE99,31/01/2013
8,10,CONSOLA9,23/02/2024
10,14,IMPRES33,11/03/2015
10,12,AIRE2200,11/07/2011
5,9,DRONE99,11/11/2025
2,7,IMPRES33,22/05/2013
7,9,TV42,16/03/2010
7,8,SMARTWAT,27/11/2014
10,9,SMARTWAT,05/05/2021
3,3,LAPTOP15,24/03/2020
7,4,LAPTOP15,16/05/2018
6,2,DRONE99,11/05/2011
2,4,SMARTWAT,10/11/2023
2,4,CELULAA01,21/04/2024
3,5,CONSOLA9,15/12/2024
4,2,TABLET10,30/10/2023
2,9,CELULAA01,02/11/2020
9,6,TABLET10,14/10/2024
7,10,CONSOLA9,10/12/2020
8,8,AIRE2200,09/05/2010
3,12,CONSOLA9,24/02/2010
7,6,TV42,08/12/2021
3,8,CAMARAHD,17/05/2022
10,1,AIRE2200,24/03/2019
4,14,AIRE2200,08/04/2010
7,4,IMPRES33,18/05/2010
2,8,CELULAA01,15/11/2021
2,4,CELULAA01,29/02/2016
5,4,IMPRES33,06/01/2022
10,6,DRONE99,06/06/2016
6,4,IMPRES33,21/05/2010
4,7,CONSOLA9,07/04/2021
1,3,CONSOLA9,26/08/2025
8,3,DRONE99,12/02/2025
5,10,SMARTWAT,29/08/2019
3,6,LAPTOP15,08/01/2014
4,9,AIRE2200,26/05/2012
3,4,CONSOLA9,29/02/2012
3,12,SMARTWAT,05/10/2021
4,3,AIRE2200,04/05/2013
4,11,TV42,29/05/2015
5,7,CONSOLA9,22/04/2014
3,10,CAMARAHD,26/11/2023
6,4,CAMARAHD,22/10/2021
4,14,CAMARAHD,30/08/2015
6,6,CELULAA01,13/12/2017
6,9,TV42,30/12/2015
5,9,SMARTWAT,26/11/2018
7,9,CAMARAHD,10/10/2011
5,7,AIRE2200,15/05/2018
6,9,CELULAA01,09/02/2019
4,9,CAMARAHD,18/04/2020
8,7,CONSOLA9,03/09/2022
11,3,IMPRES33,16/06/2015
6,6,DRONE99,21/08/2025
3,2,DRONE99,25/01/2015
4,9,DRONE99,23/09/2016
8,5,TV42,05/05/2025
6,2,SMARTWAT,23/10/2011
5,13,TV42,30/08/2024
6,7,SMARTWAT,29/07/2024
4,7,LAPTOP15,17/09/2010
5,6,CELULAA01,05/02/2012
14,6,CONSOLA9,03/02/2019
4,5,LAPTOP15,04/07/2018
6,9,CONSOLA9,17/06/2018
2,6,TV42,25/05/2022
5,9,AIRE2200,04/09/2020
5,8,DRONE99,05/04/2011
4,6,CAMARAHD,13/04/2024
3,4,TABLET10,19/03/2010
6,10,CONSOLA9,06/10/2025
5,6,TV42,04/11/2013
7,6,CONSOLA9,09/11/2011
8,11,LAPTOP15,18/03/2021
6,10,LAPTOP15,25/09/2019
5,5,CELULAA01,19/06/2024
8,6,LAPTOP15,06/06/2017
9,8,TABLET10,10/09/2022
3,7,TABLET10,21/02/2012
5,8,AIRE2200,05/11/2021
2,6,IMPRES33,15/12/2010
6,4,CELULAA01,26/02/2015
9,6,CAMARAHD,28/09/2014
5,10,CONSOLA9,12/07/2025
7,4,TABLET10,18/09/2022
7,8,SMARTWAT,31/08/2020
3,11,TABLET10,30/01/2016
5,6,SMARTWAT,17/01/2011
5,6,TV42,02/09/2011
4,5,IMPRES33,08/05/2025
5,10,TV42,15/04/2016
4,6,AIRE2200,07/03/2022
8,6,DRONE99,22/08/2022
7,5,DRONE99,05/10/2024
6,8,CAMARAHD,27/09/2010
7,9,CAMARAHD,09/01/2014
10,6,LAPTOP15,20/01/2017
4,5,TABLET10,09/05/2010
9,3,DRONE99,25/08/2014
9,5,LAPTOP15,02/03/2023
9,7,CAMARAHD,27/03/2013
3,9,CELULAA01,26/12/2025
3,8,SMARTWAT,07/12/2018
8,6,IMPRES33,23/09/2011
6,7,DRONE99,17/09/2016
9,8,DRONE99,23/08/2013
2,8,IMPRES33,25/08/2022
6,11,LAPTOP15,24/05/2015
