valor_1,valor_2,codigo,fecha
596,7205,OG993,12/10/2014
390,3499,EA702,22/04/2014
201,4099,CS965,19/02/2014
366,4158,EH910,12/08/2010
966,3972,NP240,29/07/2014
721,9020,WH632,25/03/2023
941,5925,YP094,13/06/2010
876,7162,BT227,02/07/2013
102,4258,SG830,14/02/2010
184,6039,ZA453,09/04/2017
893,4035,US536,29/09/2018
427,5271,JQ012,02/09/2020
915,9977,VC890,01/02/2022
549,2857,GW060,03/01/2018
553,5823,LD983,13/04/2017
728,8770,MV204,17/05/2020
320,3049,ZU192,11/03/2020
253,5990,DI155,02/03/2017
764,2298,JJ405,13/04/2024
111,9244,QX068,25/09/2015
232,2923,OA843,14/12/2015
403,6232,AQ615,03/05/2012
392,7139,UV165,08/12/2012
399,8583,XZ145,16/01/2017
839,6306,RX891,03/02/2014
882,4799,WI349,08/03/2013
142,7670,FF190,27/02/2010
442,8578,SC968,20/09/2010
425,6875,MS905,23/05/2025
913,7326,RO686,09/09/2019
597,6062,BP714,14/01/2025
463,8582,WY635,28/04/2020
990,6045,OT347,15/12/2015
526,3802,SK136,31/07/2019
120,4713,FQ652,13/06/2010
506,7161,YU783,24/06/2011
718,6506,JD775,27/04/2023
435,9690,HH899,24/10/2021
914,4853,SN452,15/06/2017
216,4657,EI639,19/06/2016
223,6522,VT997,09/08/2021
498,5346,RS708,30/06/2018
892,3471,BQ367,06/04/2022
903,4949,FC049,12/08/2021
814,2941,CE744,04/01/2012
150,3907,AN545,23/06/2015
882,6837,WX505,14/07/2024
423,7488,SH496,14/08/2017
888,3243,UM038,04/07/2018
240,7696,RF236,09/02/2013
569,7351,UA621,07/08/2022
886,6423,EO236,23/05/2016
901,3466,MY167,12/11/2022
433,8195,ON320,10/11/2016
992,5957,TW930,31/10/2020
472,3966,JP046,16/04/2015
663,2375,SG104,19/02/2022
593,2262,SZ927,30/08/2023
638,6362,FM506,01/09/2010
768,8502,QV201,09/07/2016
850,5388,QC234,05/12/2021
255,5395,CF938,06/04/2021
390,3944,GW707,02/03/2024
747,9833,BJ853,26/04/2010
243,3893,SB017,25/04/2022
205,7997,MH271,17/09/2013
519,8795,WV443,28/04/2025
769,5634,TP687,31/03/2013
757,3652,KQ150,27/03/2020
101,7540,DF742,12/02/2017
688,6141,BZ012,10/09/2022
743,5892,OJ896,19/10/2016
189,2599,RQ227,15/05/2010
444,6815,BA205,03/07/2023
449,3912,RR452,08/02/2013
558,3292,ZB478,24/08/2019
362,2600,YK963,21/05/2013
450,2380,NL517,20/02/2012
207,6213,TM497,09/05/2019
685,5637,KY356,22/06/2024
138,4163,ZM459,31/12/2012
258,9797,MK246,02/08/2017
682,6355,AO438,03/01/2010
411,3098,EP765,20/01/2018
340,7599,QI018,01/10/2022
544,8448,CO040,09/03/2012
397,8150,TQ364,27/10/2024
135,2365,DW674,25/04/2024
183,7753,MS718,17/04/2023
551,4570,OS438,16/04/2023
985,5419,ZD837,30/06/2018
874,7557,WU629,28/02/2024
921,8120,WN045,04/11/2025
484,9382,CS636,17/06/2017
271,4476,WQ550,12/04/2012
475,2790,QO443,05/05/2019
784,5569,UG671,25/05/2016
461,9707,XX556,15/10/2016
658,2746,ME566,15/02/2021
990,8510,RT548,11/10/2010
240,2312,PF641,30/01/2013
986,6633,CQ163,16/02/2025
217,2920,LO087,24/05/2017
376,3077,FK941,05/12/2021
825,9708,ZX333,29/01/2012
319,7586,TP221,12/09/2013
125,9008,JS120,23/04/2012
620,9331,II715,14/01/2010
882,4829,NN148,31/05/2017
109,4381,QX638,23/11/2018
477,5618,FL323,14/04/2020
732,2797,NH233,22/01/2021
736,6443,EM102,22/03/2011
781,2272,IJ490,18/09/2011
683,5010,UG623,07/12/2025
251,6815,IA579,01/10/2025
819,3773,JN048,25/05/2018
148,9581,KM483,03/04/2024
253,4547,RZ072,27/05/2020
958,5164,XI619,31/07/2025
392,6780,MM201,15/07/2015
679,8222,XS752,26/04/2012
149,6717,UB642,20/07/2012
763,8135,DE601,20/10/2024
630,9384,JQ360,23/11/2023
711,2946,RX702,24/05/2021
159,8501,ET939,18/01/2014
266,4665,ZM014,06/11/2014
301,2506,NG304,10/08/2012
956,7678,OU816,23/11/2013
245,9348,KV549,13/02/2017
775,8719,LV803,15/04/2022
538,9413,WQ602,04/04/2020
341,2243,ND415,12/10/2017
680,2505,CK416,02/07/2025
786,6517,JI486,03/04/2024
660,9487,PI354,17/10/2018
582,5158,HO168,06/04/2023
207,8360,KR803,09/06/2012
325,9657,SQ488,29/12/2020
772,5590,CY920,02/04/2015
730,9445,ZX837,24/08/2015
760,3872,UC071,26/05/2010
761,5793,VV094,30/01/2023
531,9152,OT718,27/06/2023
904,3192,ZY618,26/08/2017
754,6425,DE030,13/07/2022
518,6745,AE571,20/04/2024
554,3464,PN862,26/12/2019
259,2390,JO864,12/08/2014
622,7615,MB805,07/10/2024
749,6476,DT603,31/08/2022
689,5377,KZ107,28/12/2011
176,6837,PR015,20/05/2025
608,8106,FO497,24/08/2011
540,6915,UC177,05/05/2012
353,2672,XM486,08/12/2013
869,4560,RL948,04/01/2013
419,7867,NH333,17/01/2023
902,9092,QW254,27/07/2015
362,3211,WW265,03/08/2022
696,2929,PH449,22/05/2012
757,3539,UB960,11/05/2012
934,2912,UQ920,18/07/2012
653,2643,YG152,14/01/2015
473,6522,YA506,26/06/2015
736,2501,RL269,13/06/2021
266,2729,CZ067,21/12/2011
852,3283,HM097,07/12/2018
558,9680,VO083,24/04/2016
379,4118,XN975,25/07/2023
799,8621,SV243,27/09/2017
401,9345,NO659,04/05/2012
630,6552,YJ589,28/03/2020
679,8332,YL042,18/01/2016
317,6386,RW909,31/10/2014
201,9687,HM539,27/11/2012
653,5836,JV480,29/10/2018
387,2919,DB201,25/08/2021
266,6050,QX760,25/02/2012
720,4339,IE671,14/10/2017
135,8065,MV194,07/11/2022
843,2755,VJ060,04/05/2020
840,7754,KQ580,23/01/2025
452,7930,TD298,19/10/2019
775,7402,VF334,28/04/2023
998,7663,UJ640,01/09/2015
172,3869,KX439,19/10/2021
747,6472,AU340,01/11/2020
452,9825,CE317,23/03/2022
990,7275,LY340,10/05/2020
169,2507,KU447,24/12/2021
524,3436,VL554,02/11/2013
807,4575,IY530,19/01/2017
880,5426,WS652,29/11/2018
660,2558,NR080,19/07/2025
927,9930,WF756,07/04/2018
741,9354,WE434,02/04/2012
616,5102,MI313,31/10/2011
527,8403,OJ501,10/02/2012
638,6516,KW539,26/04/2022
259,7648,NX739,07/11/2019
248,5622,PJ120,01/05/2017
875,6399,CW033,19/02/2011
329,7037,RL999,04/02/2023
811,6057,TY766,28/05/2022
661,9206,LI345,25/01/2017
166,9656,SC876,01/01/2025
911,5715,NW407,16/12/2020
480,8685,GT961,08/12/2014
157,9837,UB714,05/02/2025
358,3301,DB773,03/02/2021
441,9370,TL079,06/07/2023
937,7185,LF785,14/05/2010
229,4155,JM007,11/09/2020
826,8411,DK982,05/09/2011
271,8365,IX088,18/10/2011
869,7923,RV862,20/08/2020
713,7649,LQ728,02/10/2011
308,9257,VQ861,07/01/2025
902,2692,KH595,19/11/2019
453,6350,YP247,23/01/2017
570,3478,VZ321,26/08/2023
897,8396,XC284,31/03/2012
215,2256,PL241,31/10/2016
363,4430,ZO990,27/09/2015
761,2441,OV410,24/12/2012
911,3881,SV653,13/01/2023
541,4646,QM933,04/03/2013
647,7209,IJ646,27/04/2013
552,5820,NO186,11/03/2011
944,8533,RY902,29/04/2014
576,6677,TW790,19/11/2022
386,9211,LE396,01/11/2023
402,3735,OL392,12/04/2017
410,5735,SV388,08/03/2019
307,4645,UA753,02/07/2020
717,2018,IU476,12/10/2022
545,3124,CF379,29/09/2025
769,5985,CL150,14/01/2010
732,4654,YK653,04/02/2017
154,9933,DZ263,20/06/2023
111,7476,IN553,20/10/2011
756,7661,AH249,18/01/2019
499,9928,MI673,30/06/2021
747,4080,EC142,04/05/2012
614,8089,PW478,30/04/2016
755,9396,CH136,13/04/2012
641,3547,EZ025,09/10/2022
336,9797,NA407,05/12/2016
378,2861,LE526,16/04/2012
447,2154,FS434,24/11/2023
726,5494,HK256,25/08/2014
203,2904,GF818,23/05/2015
729,3269,BS981,16/04/2025
616,2404,GV873,17/08/2024
971,2843,VZ585,29/12/2011
347,3782,FH327,08/10/2020
463,3564,EW694,28/06/2019
420,3184,SS247,14/06/2025
732,2746,MM746,23/05/2012
385,3725,QJ353,29/09/2019
248,5188,DX336,12/02/2022
183,2270,ZK828,27/03/2012
505,6865,QC796,11/01/2017
555,7811,PG840,01/05/2023
842,7606,LZ536,23/11/2024
899,5956,ED660,26/06/2024
260,2171,WM819,15/01/2013
883,2273,VL500,14/12/2011
559,4306,VU813,02/04/2019
649,3158,WS100,30/10/2023
599,3706,YG104,07/11/2014
837,9889,CS162,25/08/2019
608,3771,TE371,09/12/2020
753,2421,CA596,19/04/2021
903,7540,RK832,18/06/2024
580,3209,PF274,04/08/2011
762,8507,JS259,12/04/2012
213,9774,RF083,22/05/2014
848,8521,TP098,16/09/2020
677,9690,OA410,31/10/2014
460,6675,DU883,17/01/2023
440,2890,DM368,12/12/2017
869,6817,TH741,15/01/2015
860,5267,GO409,30/07/2012
548,6976,RI575,25/07/2016
942,7217,YZ564,17/08/2016
934,8748,IB040,01/06/2012
279,8103,XW759,01/03/2011
801,8165,JE240,24/06/2015
506,3473,WP835,22/06/2014
765,5243,KS626,23/06/2014
295,6478,DF548,26/06/2016
565,4181,LD281,23/04/2018
410,3449,LX458,29/06/2023
361,5096,CE996,12/04/2016
518,8646,ST768,14/08/2011
505,5256,NZ933,20/10/2021
242,5156,LH937,11/10/2019
441,3590,QN198,17/01/2013
415,7882,AD077,19/11/2017
200,6239,ZN173,21/09/2015
343,7982,XJ158,08/02/2018
589,5981,JT054,11/12/2017
111,7798,IS986,14/04/2010
338,3435,UT942,14/07/2013
660,2223,MS633,20/12/2021
141,2219,FM705,14/08/2025
777,6274,XY904,01/11/2017
693,3654,VQ121,09/04/2016
528,6528,FL635,27/04/2023
902,2264,CN486,24/11/2018
257,2953,JB455,03/12/2013
315,6524,EI845,10/11/2022
769,5733,LR455,05/07/2022
561,8559,VQ586,04/09/2015
233,9620,DQ900,20/03/2011
166,4774,OO090,10/03/2023
947,8340,HM662,06/11/2014
106,7673,ST642,06/02/2011
625,5124,ME886,11/01/2016
172,2479,YO819,10/12/2017
498,5514,TX567,26/11/2014
504,3353,WF525,26/01/2010
774,5322,WA916,25/10/2022
677,5878,HF339,12/10/2013
958,2889,OU086,05/06/2015
229,5854,LX445,16/12/2021
565,2924,OD509,13/06/2020
305,4170,AU562,18/08/2023
887,3902,OW183,31/03/2025
867,7506,PF061,26/12/2014
365,7458,UB404,28/08/2014
636,6873,WZ405,01/04/2021
892,4395,CL458,26/01/2020
352,2028,OQ691,25/07/2017
921,9118,FJ353,03/09/2024
388,2034,GG340,12/05/2024
263,5589,FN139,14/07/2012
194,7515,FJ651,01/06/2017
881,4670,DZ628,03/03/2020
932,5365,CR146,06/12/2019
209,2588,UI249,21/05/2015
435,9516,JK585,12/05/2015
921,5218,ED050,14/12/2023
337,5138,UK114,24/12/2011
480,2903,ID174,02/03/2015
535,8663,CP921,17/11/2023
998,6086,HT858,26/12/2010
582,4169,BU816,17/02/2014
124,2339,GK196,04/10/2010
752,6270,RU232,06/07/2020
216,8019,MW876,04/06/2010
581,3714,JT650,02/05/2013
491,6692,EO828,15/03/2017
636,6546,PR153,05/11/2012
178,2556,OM436,05/12/2019
679,7255,DI292,31/03/2012
272,5087,LU074,17/07/2013
111,7452,PS479,08/02/2013
899,5266,QL816,18/06/2016
227,5567,VG487,02/10/2013
707,4056,GQ477,28/03/2019
191,5899,JI243,31/12/2011
752,8477,HZ012,24/02/2025
642,9500,ZQ818,26/08/2018
945,3016,VR427,09/06/2020
631,8470,TY908,01/04/2010
757,4062,RG201,19/10/2013
927,2838,XV255,08/05/2021
546,3637,HZ286,06/02/2012
489,6321,TY526,22/07/2016
771,5496,CP052,12/03/2013
960,3813,JZ811,22/03/2010
142,5479,OL424,06/02/2015
353,8256,DI958,14/12/2012
229,8116,ND613,28/02/2015
159,3451,TY884,15/08/2022
762,8144,FA327,31/01/2011
566,4313,ET508,17/09/2015
386,3514,OW082,05/11/2011
616,3231,JH873,14/05/2025
566,3645,QV771,20/09/2011
877,7831,MK007,09/02/2022
444,4999,BW341,27/09/2023
741,5440,VG561,25/09/2023
481,6056,ZD595,26/04/2015
878,2305,PS106,29/01/2017
789,8155,MQ606,24/09/2023
352,9512,CP706,01/03/2013
155,5536,YC624,07/09/2022
562,3723,UP919,14/08/2017
556,3689,NL732,13/11/2023
182,3517,EV486,19/12/2017
198,7487,OA096,02/04/2014
248,5917,JC220,16/02/2024
428,9080,NW164,08/07/2014
255,2419,ZH751,29/09/2011
289,4936,GT369,11/03/2021
593,5862,UR602,18/05/2024
982,8314,EN614,05/11/2014
362,6229,TM566,23/07/2024
179,8126,ZN832,10/02/2018
499,9108,QT784,31/08/2021
863,3450,XT604,29/10/2022
708,5096,UO464,16/07/2015
359,7649,GM017,29/10/2025
871,5261,MA527,25/02/2016
714,3164,BQ084,22/12/2021
651,9722,TO708,24/07/2023
884,3869,KY525,18/04/2011
200,3819,GV063,08/01/2018
458,4705,UR064,24/04/2021
479,9482,CR713,23/10/2015
919,5515,CK492,12/12/2021
320,3342,GO469,10/06/2024
919,7560,TW206,19/12/2022
519,9259,XI178,20/03/2018
223,4226,QW765,02/07/2023
521,3079,DB048,09/10/2022
330,7274,BE644,30/06/2012
789,7791,ZN657,09/10/2019
162,6206,AW245,05/12/2019
584,8280,KQ333,19/05/2023
727,8375,RI852,20/06/2022
802,9135,CI025,11/11/2016
673,6563,MF485,21/09/2023
867,4779,UU336,30/04/2014
582,4528,TQ703,17/01/2022
618,9235,AH462,23/07/2022
254,2813,XF343,27/09/2010
191,7368,ME096,17/07/2023
625,7089,LN605,08/04/2016
554,4031,LK799,10/07/2017
840,2322,AN245,22/05/2023
697,4969,LA229,03/09/2012
744,2903,GJ974,06/03/2020
609,3541,KX540,26/10/2013
282,8095,ZS675,16/05/2010
485,7911,ZM143,20/12/2017
673,5503,OW115,12/11/2022
830,9654,HV639,27/11/2013
504,4653,UU841,05/02/2023
345,4476,XK931,22/10/2024
841,5340,SC928,07/09/2020
690,9876,BC054,05/09/2018
760,9704,WS977,16/11/2014
749,6243,LG446,27/09/2010
570,3141,KI565,02/07/2010
925,2849,PZ770,29/11/2011
987,2366,QA112,27/11/2018
522,4897,YN103,12/01/2021
164,3089,GY177,28/05/2011
112,6041,LX516,04/03/2019
312,4038,HU362,20/03/2020
341,4860,YE742,03/09/2010
592,9537,UG385,03/11/2016
312,6270,BH708,17/04/2015
792,3854,TG073,15/06/2017
437,6683,RH581,08/07/2016
272,2494,FM934,04/05/2025
771,9116,SA947,02/10/2017
263,7233,IY355,21/11/2012
564,5182,AI223,06/08/2023
596,3784,HK167,29/08/2013
799,5510,SZ440,26/01/2013
494,5786,QY251,07/08/2020
802,7266,QN043,08/03/2012
407,6130,LK177,23/09/2011
867,2998,XF538,16/12/2023
282,7428,WH037,27/02/2024
728,8681,NB630,15/12/2016
893,8893,AR333,24/09/2024
609,7133,FZ060,25/05/2010
807,6469,PG790,18/09/2020
645,8700,TZ331,09/12/2015
663,3451,DC244,11/05/2015
723,3751,CD035,23/09/2014
863,4280,TV859,30/01/2010
693,6800,HW711,02/09/2011
843,6658,OQ553,16/10/2012
326,9082,MZ473,29/10/2019
844,4934,UV365,25/05/2022
832,8869,AW596,10/06/2016
535,5734,XA656,28/08/2010
521,9607,BY649,09/10/2011
653,9669,NN260,04/11/2020
120,5346,WW857,17/08/2025
653,3873,FP826,17/03/2012
496,8219,NN921,26/03/2021
724,6534,IV378,23/10/2016
204,5803,QF833,10/02/2011
291,7979,VL294,14/12/2018
116,3979,ZD767,28/01/2022
219,2698,QR653,31/08/2011
492,3312,BX083,07/04/2022
524,4962,JN868,22/11/2018
228,7659,CT417,13/02/2021
229,4938,AL306,11/11/2018
671,6787,OP290,15/03/2014
659,4300,WV214,02/06/2024
128,5197,JZ612,07/12/2023
196,7296,HN423,18/01/2016
109,9204,WI260,20/05/2010
341,8553,VX748,23/12/2018
925,7730,XQ234,30/03/2020
331,7729,IA297,15/09/2012
888,2126,ZG117,04/10/2022
383,7602,WW251,28/05/2016
814,3191,SC719,21/08/2016
858,4639,AL057,30/01/2022
901,6389,AK122,10/08/2021
875,5916,JI723,03/03/2024
825,9805,QK904,07/02/2017
299,3366,LP055,17/01/2018
178,3019,KE480,15/07/2018
954,8453,SW069,08/01/2019
955,8805,ZJ104,26/10/2017
272,8671,PZ883,02/01/2016
566,8683,DU736,15/06/2024
680,6079,WF120,24/03/2020
515,6514,VB954,30/08/2017
548,6539,EY923,02/09/2015
186,2684,OD599,24/02/2016
200,5629,DB584,29/05/2019
107,4887,MN574,06/09/2023
944,8379,ZP565,12/02/2016
299,3462,OJ459,05/09/2015
604,6086,WQ059,07/02/2021
186,4261,SK663,12/08/2013
142,6180,QK158,13/07/2015
484,4841,EY307,10/04/2022
720,3767,RD067,03/01/2021
534,6180,BG397,08/03/2018
507,8040,JU520,19/07/2017
582,5560,KT290,17/01/2022
763,4112,SF255,22/09/2022
116,7765,IV907,26/08/2017
744,6758,HO867,30/09/2014
247,2626,QF281,23/02/2021
376,6159,VS743,19/12/2022
331,5414,NQ667,14/06/2024
925,9082,IK644,20/02/2016
465,7014,XR812,04/01/2011
327,3375,XY529,19/08/2011
750,3181,WC212,18/02/2022
535,7708,UN475,28/11/2014
498,2490,RH529,27/12/2016
310,5729,OL851,22/03/2020
490,7974,UQ413,22/05/2017
598,5534,PL182,02/12/2020
639,5296,MP624,22/03/2015
662,3940,UB702,13/09/2018
590,6408,DG239,18/04/2010
541,8758,YY381,21/01/2015
360,7014,MA043,31/07/2021
872,3882,LC337,27/01/2011
449,6908,FL702,17/04/2020
451,4987,VE983,24/08/2025
619,7585,OT878,25/03/2016
419,5159,VT004,12/05/2017
237,7422,HE219,28/08/2021
649,6775,NG391,12/05/2014
722,6530,EE434,10/09/2019
467,2681,SC123,04/04/2023
319,7254,VW063,20/10/2010
436,3073,PT664,21/04/2018
322,7551,NM788,23/11/2010
747,4387,XY154,14/11/2019
867,4394,QC217,23/04/2018
459,4693,QM633,12/04/2022
428,3370,QE207,11/03/2012
562,6744,NU694,08/02/2022
660,6340,DR476,10/07/2014
903,4156,FE216,26/12/2013
481,9992,MO482,22/04/2016
935,9966,RR290,24/02/2017
689,4580,KN980,04/01/2017
716,9257,OI894,26/06/2018
268,6391,UC715,31/10/2013
316,4159,ET689,07/02/2010
477,9980,TT419,30/03/2019
218,7708,XJ779,05/05/2012
289,5248,GV393,06/06/2017
866,8486,DB556,31/07/2017
469,5731,WS907,05/11/2016
877,8244,SX321,01/01/2017
248,5829,FK371,24/07/2025
775,8772,LK160,20/04/2025
751,3627,EL048,06/08/2023
958,5472,MD469,19/02/2010
587,2027,DY737,22/06/2016
869,9080,WD143,07/12/2012
473,3985,QX991,13/05/2017
880,7656,YP434,13/11/2022
792,6153,ZL247,04/11/2012
259,3521,NI247,05/07/2021
450,2296,MD729,01/07/2013
387,4181,MG655,09/12/2022
387,5402,NB811,09/01/2018
991,4296,PB218,11/04/2020
325,9164,XT460,14/08/2023
622,4597,WB036,17/01/2020
621,2901,QW101,17/01/2012
882,8060,XK048,29/03/2019
372,3098,SN935,16/01/2022
501,3677,CA632,27/08/2024
282,4881,LM096,26/11/2017
764,7287,EV165,31/05/2012
587,6866,DG040,02/07/2011
926,7622,LF962,20/06/2012
945,3378,KW573,16/03/2018
223,3248,NS720,14/09/2024
725,5735,XD978,14/12/2025
889,7650,LW578,20/02/2018
513,6241,LY542,05/09/2012
824,8079,XB252,03/04/2023
271,3264,OX498,23/06/2011
387,3907,TM246,13/11/2016
534,9036,XX622,19/05/2011
785,8487,VB098,05/11/2015
212,7868,QL583,24/10/2012
987,3058,WH557,09/02/2013
221,4749,XV504,31/05/2025
643,4048,WF826,16/05/2020
321,8115,WH413,31/10/2018
730,6248,OR592,21/05/2013
138,4476,FJ309,30/09/2016
596,6016,PV307,14/01/2019
879,6603,GN042,20/07/2015
332,5197,DH272,09/08/2016
629,6586,TH239,17/12/2024
248,5553,IX094,03/12/2021
496,6440,RI739,17/09/2023
760,8031,YW208,19/07/2016
737,3761,FP321,19/06/2019
401,2220,YI299,23/01/2017
459,8034,GP260,25/01/2015
337,8038,XH676,25/03/2025
746,6818,AD522,08/10/2015
762,9192,BD588,16/12/2021
335,6623,CV054,24/08/2014
835,9349,MK837,26/01/2023
302,7618,RL616,09/09/2022
355,4888,DU185,16/12/2017
697,3664,ZC475,24/10/2017
761,9209,CQ217,18/07/2021
334,5986,WX761,04/01/2019
444,6576,LD747,29/07/2020
633,4977,NX872,12/01/2010
959,3871,HN988,20/06/2019
896,9915,IX938,01/03/2012
880,9015,HN545,20/06/2022
565,3462,TV900,09/01/2018
869,7521,DT507,18/04/2022
640,9713,HS154,02/04/2021
312,2344,KA094,09/07/2021
562,2044,CK801,10/10/2011
535,9813,AD126,07/09/2022
382,4068,MQ008,13/06/2019
661,7753,MO710,23/10/2024
706,9237,BM432,16/09/2018
562,7983,EK016,31/01/2022
506,9016,IH401,10/04/2017
187,8191,OM107,19/07/2023
143,3514,IA265,03/10/2013
560,4598,PW458,23/09/2012
377,8430,VV647,25/06/2025
782,3001,RY468,30/04/2025
520,3033,QA195,14/02/2016
800,8685,XN232,06/08/2012
452,4040,OH910,02/04/2010
795,8899,GG647,13/04/2020
614,2273,NZ448,05/07/2014
802,7051,BW211,26/05/2023
729,4647,XO400,10/08/2022
118,3779,ZT787,12/02/2017
122,6476,TN002,21/03/2014
512,7448,BP159,31/12/2025
129,2478,UT616,12/01/2012
906,8158,WL520,16/09/2022
207,2515,YN181,25/08/2016
466,6286,DT767,19/09/2019
380,3191,XN659,02/02/2016
227,9688,ZK660,28/06/2018
328,4668,HN335,04/01/2013
210,7256,KJ559,10/12/2024
235,8297,HE382,04/12/2015
461,3411,WZ630,01/11/2020
285,5280,HN189,09/04/2013
755,2271,XE610,01/09/2017
683,2142,QW639,22/05/2020
228,9778,XH710,19/08/2022
975,8008,YO608,15/09/2013
360,9987,YA052,08/03/2022
614,7188,AQ716,22/08/2020
548,8390,KK645,04/01/2020
999,5332,DB767,06/06/2016
203,2787,SB443,09/08/2024
582,8222,WC868,24/10/2020
323,3681,RB707,22/12/2018
931,2622,PF547,28/01/2020
973,5841,DK034,08/01/2022
965,5676,RD743,27/10/2022
590,4572,AA169,04/10/2011
572,8915,VU439,09/08/2021
109,7033,XP117,13/10/2022
504,9788,AL360,07/04/2013
995,9497,LN910,24/04/2017
401,5260,TR846,10/11/2011
330,7214,FZ392,09/08/2010
830,6712,AA012,01/11/2010
165,7127,ZN312,01/03/2012
211,2066,HC880,10/10/2020
112,9663,YR495,23/05/2015
492,6286,CD239,13/05/2020
599,9533,AK057,28/12/2015
697,8911,ZU116,27/06/2019
333,6616,GK207,12/11/2022
701,7085,UH301,12/10/2022
413,3140,CB483,19/07/2013
665,4314,DL652,12/10/2020
111,7730,XP728,19/08/2016
308,4532,BH102,13/12/2015
113,5580,MN083,08/11/2021
732,9465,AD445,16/05/2021
517,3187,HP431,11/05/2024
536,6471,SL642,01/02/2023
476,6748,KE031,31/08/2014
119,5339,UD482,29/08/2016
686,2548,FU689,12/09/2013
854,7193,EY125,11/02/2014
834,9675,VK867,01/10/2011
169,6087,TG309,12/01/2025
923,2072,OY576,12/08/2016
310,8451,IN990,29/04/2020
200,2198,WC474,02/10/2018
797,5201,SY827,16/11/2022
231,3781,SX442,29/10/2013
722,9991,YH957,26/07/2021
480,2571,IV260,23/03/2012
231,2790,VM311,28/11/2015
119,3638,KG975,18/05/2017
635,3831,WH376,15/07/2021
326,3855,GI625,26/12/2017
253,7606,XP024,02/01/2023
904,3174,PY204,30/08/2024
841,5740,SN113,03/03/2010
568,5277,CQ366,21/04/2023
921,2178,KY939,14/08/2025
970,4244,FP497,20/10/2011
504,6086,DV435,18/07/2025
301,2734,YI374,11/10/2014
137,8232,AT184,25/12/2010
871,2798,JI560,06/11/2018
287,9601,IW644,01/04/2019
156,2787,OY872,12/06/2021
119,4795,RE623,30/06/2018
372,9350,DK291,31/08/2020
218,6304,IO658,07/12/2011
682,6588,PI924,30/01/2019
615,9297,FW195,23/02/2016
320,8808,JR518,31/05/2012
625,5084,VT023,06/03/2025
614,7753,MV751,02/12/2012
827,4918,RU725,15/02/2017
840,2731,TS206,18/02/2025
435,3129,NF502,03/12/2010
797,5446,FS752,20/03/2011
154,3605,ZV548,04/02/2016
599,5778,BB343,20/06/2018
999,4745,AA972,23/03/2013
987,5170,GN844,26/06/2010
865,6689,VQ882,07/08/2021
635,9754,IL069,08/05/2021
261,4933,UR399,09/12/2012
769,8995,DO002,11/03/2024
693,3215,QU031,22/02/2017
258,2324,XD196,22/08/2011
287,7074,JJ177,12/08/2022
159,7845,UQ292,11/07/2023
916,3850,IF774,29/08/2025
418,9099,UY460,22/05/2020
977,3490,CM595,22/06/2022
310,2893,ND593,27/03/2023
505,3390,VU553,03/05/2022
763,5389,MP245,22/03/2022
208,6239,NS837,15/05/2010
175,6479,RL957,17/01/2025
641,4263,HT981,24/09/2018
413,5432,SM668,10/05/2015
216,4371,VG867,02/04/2021
967,5086,JI093,15/05/2018
803,6312,ML197,22/11/2016
118,3515,QE081,25/04/2010
531,9094,RY586,16/05/2025
784,9714,KJ377,19/06/2023
839,8326,LQ071,07/09/2015
449,8413,KQ934,19/03/2010
282,9088,UU260,21/10/2014
212,7586,ZJ049,09/01/2021
282,4917,EN214,02/07/2010
580,7731,UE961,16/06/2012
245,9686,AT735,05/11/2023
930,9709,IN862,20/01/2022
727,8610,JH893,12/07/2014
212,4352,TV877,07/12/2023
862,3167,HO911,15/06/2024
575,2110,HN465,15/10/2013
862,7109,GM937,09/12/2010
402,6327,TU537,03/02/2018
924,7810,AI875,23/12/2025
217,5655,EO081,20/06/2010
912,5793,TN199,22/02/2013
260,3755,DQ719,20/08/2021
500,9759,JX521,28/01/2021
297,9667,LZ964,31/01/2014
359,8738,FM060,10/11/2025
759,3577,HS160,02/09/2023
851,3296,CZ195,19/10/2017
146,5774,KK183,08/09/2017
498,4220,YE410,25/06/2024
809,2972,MR424,16/07/2011
658,3030,EC864,21/11/2012
177,9322,LQ034,05/03/2022
223,9689,EP538,29/09/2024
174,4593,SF465,10/09/2023
970,8691,OA516,15/01/2018
236,5992,LF554,10/05/2011
701,6613,XN367,19/12/2019
499,2913,QL384,24/10/2020
936,8358,WI992,22/11/2019
604,4181,OT619,30/03/2023
599,8428,TZ313,01/08/2016
672,5197,RC087,21/10/2014
237,8040,VH834,11/09/2021
149,3462,MO949,17/11/2022
870,7968,BP251,21/01/2010
718,8829,RZ253,18/11/2015
724,9319,PF701,17/06/2017
961,4378,YF864,28/11/2024
353,9705,IW826,31/01/2021
729,5454,ZQ282,06/09/2025
809,9282,DS503,01/03/2016
948,9037,WV382,07/03/2022
976,5553,NH725,16/06/2013
662,3307,FQ632,12/08/2016
856,6994,BR314,04/04/2024
525,7194,JZ190,01/12/2014
646,3189,ZS407,26/09/2018
401,7308,LA735,25/11/2014
680,8221,YZ117,24/05/2023
448,9090,GX450,21/06/2023
931,9769,BD719,08/11/2017
148,2687,NN981,05/07/2020
173,8164,NI973,27/05/2021
803,6661,YF758,13/03/2022
360,3207,QE515,22/10/2021
455,3894,YW739,21/08/2020
681,9389,OE440,03/02/2019
701,6922,HJ956,28/09/2021
359,7447,IQ496,27/09/2024
737,8322,UL106,08/12/2010
842,3811,SM536,12/03/2025
